title	type	url_slug	venue	date	location	talk_url	description
PMREXPO2023 	Talk	talk-1	Cologne, Germany	2023-08-01	Cologne, Germany	https://www.pmrexpo.com/en/     The Leading European Trade Fair for Secure Communication 
PMREXPO2023 	Talk	talk-2  Cologne, Germany 	2013-08-01	Cologne, Germany 	https://www.pmrexpo.com/en/ 	The Leading European Trade Fair for Secure Communication 
